TN,Un Number,PSN,Class,SubClass,PG,Spec Prov,Packing Para,
,,"Sulfuric acid, unstable",,,,,FORBIDDEN,
,,"Sulfuric and hydrofluoric acid mixture, see
HYDROFLUORIC ACID AND SULFURIC ACID MIXTURE",,,,,,
,,"Sulfuric anhydride, see SULFUR TRIOXIDE
STABILIZED",,,,,,
,UN1833,SULFUROUS ACID,8,,II,P5,A12.2.,
+,UN1834,SULFURYL CHLORIDE,6.1,8,I,"P1, 1, A3, N34",A12.11.,
,UN2191,SULFURYL FLUORIDE,2.3,,,"P2, 4",A6.4.,
,,"Talcum with tremolite and/or actinolite, see
ASBESTOS AMPHIBOLE",,,,,,
,UN1999,"TARS, LIQUID, including road oils, and cut back bitumens",3,,II III,P5 P5,"A7.2.
A7.2.",
,,"Tartar emetic, see ANTIMONY POTASSIUM
TARTRATE",,,,,,
,UN1700,TEAR GAS CANDLES,6.1,4.1,,P4,A10.7.,
,,"Tear gas cartridges, see AMMUNITION, TEAR-
PRODUCING, etc",,,,,,
"D,
*",NA1693,"TEAR GAS DEVICES, with more than 2%  tear gas substance, by mass",6.1,,I II,P4 P4,"A10.7.
A10.7.",
,,"Tear gas devices, with not more than 2 percent tear gas substances, by mass, see AEROSOLS, etc.",,,,,,
,,"Tear gas grenades, see TEAR GAS CANDLES",,,,,,
*,UN1693,"TEAR GAS SUBSTANCES LIQUID, N.O.S.",6.1,,"I
II","P3
P5","A10.4.
A10.4.",
*,UN3448,"TEAR GAS SUBSTANCES, SOLID, N.O.S.",6.1,,"I
II","P5
P5","A10.5.
A10.5.",
*,UN3284,"TELLURIUM COMPOUND, N.O.S.",6.1,,"I II
III","P5 P5
P5","A10.5.
A10.5.
A10.5.",
,UN2195,TELLURIUM HEXAFLUORIDE,2.3,8,,"P1, 1",A6.15.,
,UN2319,"TERPENE HYDROCARBONS, N.O.S.",3,,III,P5,A7.2.,
,UN2541,TERPINOLENE,3,,III,P5,A7.2.,
,,"Tertiary alcohol, see ALCOHOLS, N.O.S.",,,,,,
,,Tetraazido benzene quinone,,,,,FORBIDDEN,
,UN2504,TETRABROMOETHANE,6.1,,III,P5,A10.4.,
,,"Tetrachlorodinitroethane, see TOXIC SOLID,
ORGANIC, N.O.S.",,,,,,
,UN1702,"1,1,2,2-TETRACHLOROETHANE",6.1,,II,"P5, N36",A10.4.,
,UN1897,TETRACHLOROETHYLENE,6.1,,III,"P5, N36",A10.4.,
,,"Tetrachloromethane, see CARBON
TETRACHLORIDE",,,,,,
,,Tetraethylammonium perchlorate (dry),,,,,FORBIDDEN,
,UN1704,TETRAETHYL DITHIOPYROPHOSPHATE,6.1,,II,P5,A10.5.,
,UN1292,TETRAETHYL SILICATE,3,,III,P5,A7.2.,
,,"Tetrafluorodichloroethane, see REFRIGERANT GAS
R114",,,,,,
,UN2320,TETRAETYLENEPENTAMINE,8,,III,P5,A12.2.,
,,"Tetraethyl lead, see MOTOR FUEL ANTI-KNOCK
MIXTURE",,,,,,
,,"Tetraethyloxysilane, see TETRAETHYL SILICATE",,,,,,
,UN3159,"1,1,1,2-TETRAFLUOROETHANE or
REFRIGERANT GAS R134A",2.2,,,P5,"A6.3., A6.4.",
,UN1081,"TETRAFLUOROETHYLENE, STABILIZED",2.1,,,"P4, 387","A6.3., A6.4.",
,,"Tetrafluoroethylene, unstabilized",,,,,FORBIDDEN,
,UN1982,"TETRAFLUOROMETHANE or REFRIGERANT
GAS R14",2.2,,,P5,A6.5.,
,UN2498,"1,2,3,6-TETRAHYDROBENZALDEHYDE",3,,III,P5,A7.2.,
,UN2056,TETRAHYDROFURAN,3,,II,P5,A7.2.,
,UN2943,TETRAHYDROFURFURYLAMINE,3,,III,P5,A7.2.,
,,"Tetrahydro-1,4-oxazine, see MORPHOLINE",,,,,,
,UN2698,"TETRAHYDROPHTHALIC ANHYDRIDES with
more than 0.05% of maleic anhydride",8,,III,P5,A12.3.,
,UN2410,"1,2,3,6-TETRAHYDROPYRIDINE",3,,II,P5,A7.2.,
,UN2412,TETRAHYDROTHIOPHENE,3,,II,P5,A7.2.,
,,"Tetramethoxysilane, see METHYL ORTHOSILICATE",,,,,,
,UN3423,"TETRAMETHYLAMMONIUM HYDROXIDE, SOLID",8,,II,P5,A12.3,
,UN1835,"TETRAMETHYLAMMONIUM HYDROXIDE, SOLUTION",8,,II III,P5 P5,A12.2. A12.2,
,,"Tetramethylene, see CYCLOBUTANE",,,,,,
,,"Tetramethylene cyanide, see ADIPONITRILE",,,,,,
,,Tetramethylene diperoxide dicarbamide,,,,,FORBIDDEN,
,,"Tetramethyl lead, see MOTOR FUEL ANTI-KNOCK MIXTURE",,,,,,
,UN2749,TETRAMETHYLSILANE,3,,I,"P3, A7",A7.2.,
,UN0207,TETRANITROANILINE,1.1D,,,P4,A5.7.,
,,Tetranitro diglycerin,,,,,FORBIDDEN,
+,UN1510,TETRANITROMETHANE,6.1,5.1,I,,FORBIDDEN,
,,"2,3,4,6-Tetranitrophenol",,,,,FORBIDDEN,
,,"2,3,4,6-Tetranitrophenyl methyl nitramine",,,,,FORBIDDEN,
,,"2,3,4,6-Tetranitrophenylnitramine",,,,,FORBIDDEN,
,,Tetranitroresorcinol (dry),,,,,FORBIDDEN,
,,"2,3,5,6-Tetranitroso-1,4-dinitrobenzene",,,,,FORBIDDEN,
,,"2,3,5,6-Tetranitroso nitrobenzene (dry)",,,,,FORBIDDEN,
,UN2413,TETRAPROPYLORTHOTITANATE,3,,III,P5,A7.2.,
,,"Tetrazine, see GUANYL NITROSAMINOGUANYLTETRAZENE or
TETRAZINE, WETTED, etc.",,,,,,
,,Tetrazine (dry),,,,,FORBIDDEN,
,UN0114,"TETRAZENE,  WETTED with 30% or more water, or mixture of alcohol and water, by weight or GUANYL
NITROSAMINOGUANYLTETRAZENE, WETTED",1.1A,,II,"P3, 111, 117",A5.4.,
,UN0407,TETRAZOL-1-ACETIC ACID,1.4C,,,P5,A5.9.,
,UN0504,1H-TETRAZOLE,1.1D,,,,FORBIDDEN,
,,Tetrazolyl azide (dry),,,,,FORBIDDEN,
,UN0208,"TETRYL or TRINITROPHENYLMETHYL-
NITRAMINE",1.1D,,,P4,A5.6.,
,UN1857,"TEXTILE WASTE, WET",4.2,,III,,FORBIDDEN,
,UN2573,THALLIUM CHLORATE,5.1,6.1,II,P5,A9.6.,
,UN1707,"THALLIUM COMPOUNDS, N.O.S.",6.1,,II,P5,A10.5.,
,,"Thallium (I) chlorate, see THALLIUM CHLORATE",,,,,,
,,"Thallium (I) nitrate, see THALLIUM NITRATE",,,,,,
,UN2727,THALLIUM NITRATE,6.1,5.1,II,P5,A10.5.,
,,"Thallous Chlorate, see THALLIUM CHLORATE",,,,,,
,,"Thermometers, barometers, etc., see MERCURY
CONTAINED IN MANUFACTURED ARTICLES",,,,,,
,,"Thia-4-pentanal, see 4-THIAPENTANAL",,,,,,
,UN2785,4-THIAPENTANAL,6.1,,III,P5,A10.4.,
,UN2436,THIOACETIC ACID,3,,II,P5,A7.2.,
*,UN2772,"THIOCARBAMATE PESTICIDE, LIQUID,
FLAMMABLE, TOXIC, flashpoint less than 23 degrees C",3,"6.1
6.1","I
II","P3
P5","A7.2.
A7.2.",
*,UN3005,"THIOCARBAMATE PESTICIDE, LIQUID,
FLAMMABLE, TOXIC, flashpoint not less than 23 degrees C",6.1,"3
3
3","I
II III","P3
P4 P5","A10.4.
A10.4.
A10.4.",
*,UN3006,"THIOCARBAMATE PESTICIDE, LIQUID, TOXIC",6.1,,"I II
III","P3 P4
P5","A10.4.
A10.4.
A10.4.",
*,UN2771,"THIOCARBAMATE PESTICIDE, SOLID, TOXIC",6.1,,"I II
III","P5 P5
P5","A10.5.
A10.5.
A10.5.",
,,"Thiocarbonylchloride, see THIOPHOSGENE",,,,,,
,UN2966,THIOGLYCOL,6.1,,II,P5,A10.4.,
,UN1940,THIOGLYCOLIC ACID,8,,II,"P5, A7, N34",A12.2.,
,UN2936,THIOLACTIC ACID,6.1,,II,P5,A10.5.,
,UN1836,THIONYL CHLORIDE,8,,I,"P3, N34",A12.2.,
,UN2414,THIOPHENE,3,,II,P5,A7.2.,
,,"Thiophenol, see PHENYL MERCAPTAN",,,,,,
+,UN2474,THIOPHOSGENE,6.1,,I,"P2, 2, A7, N33, N34",A10.6.,
,UN1837,THIOPHOSPHORYL CHLORIDE,8,,II,"P4, A3, A7, N34",A12.2.,
,UN3341,THIOREA DIOXIDE,4.2,,"II
III","P5
P5","A8.3.
A8.3.",
,,"Tin chloride, fuming, see STANNIC CHLORIDE,
ANHYDROUS",,,,,,
,,"Tin, chloride anhydrous or Tin (IV) chloride anhydrous,
see STANNIC CHLORIDE ANHYDROUS",,,,,,
,,"Tin, chloride pentahydrate or Tin (IV) pentahydrate, see
STANNIC CHLORIDE PENTAHYDRATE",,,,,,
,,"Tin perchloride or Tin tetrachloride, see STANNIC CHLORIDE, ANHYDROUS",,,,,,
,UN1293,"TINCTURES, MEDICINAL",3,,II III,P5 P5,"A7.2.
A7.2.",
,,"Tinning flux, see ZINC CHLORIDE",,,,,,
,,"Tire assemblies inflated, above maximum rated pressure
or Tire assemblies inflated, unserviceable, damaged or above maximum rated pressure",,,,,FORBIDDEN,
,,"Tire assemblies inflated, unserviceable, damaged or
above maximum rated pressure",,,,,FORBIDDEN,
,UN3174,TITANIUM DISULPHIDE,4.2,,III,P5,A8.3.,
,UN1871,TITANIUM HYDRIDE,4.1,,II,"P5, A19, A20,
N34",A8.3.,
,UN2546,"TITANIUM POWDER, DRY",4.2,,"I
II
III","P3
P5, A19, A20, N5, N34
P5","A8.3.
A8.3.
A8.3.",
,UN1352,"TITANIUM POWDER, WETTED, with not less than
25% water (a visible excess of water must be present)
(a) mechanically produced, particle size less than 53 microns; (b) chemically produced, particle size less than 840 microns)",4.1,,II,"P5, A19, A20,
N34",A8.3.,
,UN2878,"TITANIUM SPONGE GRANULES or TITANIUM
SPONGE POWDERS",4.1,,III,"P5, A1",A8.3.,
+,UN1838,TITANIUM TETRACHLORIDE,6.1,8,I,"P2, 2",A12.11.,
,UN2869,TITANIUM TRICHLORIDE MIXTURES,8,,"II
III","P5, A7, N34
P5, A7, N34","A12.3.
A12.3.",
,UN2441,"TITANIUM TRICHLORIDE, PYROPHORIC, or
TITANIUM TRICHLORIDE MIXTURES, PYROPHORIC",4.2,8,I,"P3, N34",A8.5.,
,,"TNT mixed with aluminium, see TRITONAL",,,,,,
,UN0209,TNT or TRINITROTOLUENE,1.1D,,,"P4, A69",A5.6.,
,UN0388,"TNT AND HEXANITROSTILBENE MIXTURE or
TNT AND TRINITROBENZENE MIXTURE",1.1D,,,P4,A5.7.,
,,"TNT mixed with aluminum, see TRITONAL",,,,,,
,UN0389,"TNT MIXTURE CONTAINING TRINITROBENZENE AND
HEXANITROSTILBENE",1.1D,,,P4,A5.7.,
,UN3366,"TNT, WETTED with more than 10% but less than 30%
water, by weight",4.1,,I,"P4, A8, A19,
N41",A8.3.,
,,"Toe puffs, nitrocellulose base, see FABRICS
IMPREGNATED WITH WEAKLY NITRATED NITROLLCELLULOSE, N.O.S.",,,,,,
,UN1294,TOLUENE,3,,II,P5,A7.2.,
+,UN2078,TOLUENE DIISOCYANATE,6.1,,II,P5,A10.4.,
,,"Toluene sulfonic acid, see ALKYLSULFONIC ACID
or ARYLSULFONIC ACID, etc.",,,,,,
+,UN1708,"TOLUIDINES, LIQUID",6.1,,II,P5,A10.4.,
,UN3451,"TOLUIDINES, SOLID",6.1,,II,P5,A10.5.,
,,"Toluol, see TOLUENE",,,,,,
,UN1709,"2,4-TOLUYLENEDIAMINE, SOLID",6.1,,III,P5,A10.5.,
,UN3418,"2,4-TOLUYLENEDIAMINE, SOLUTION",6.1,,III,P5,A10.4,
,,"Toluylene diisocyanate, see TOLUENE
DIISOCYANATE",,,,,,
,,"Toylene diisocyanate, see TOLUENE DIISOCYANATE",,,,,,
,,"Tolyethylene, see VINYLTOULENES, STABILIZED",,,,,,
,UN0451,"TORPEDOES, with bursting charge",1.1D,,,P4,A5.12.,
,UN0329,"TORPEDOES, with bursting charge",1.1E,,,P4,A5.12.,
,UN0330,"TORPEDOES, with bursting charge",1.1F,,,P4,A5.12.,
,UN0449,"TORPEDOES, LIQUID FUELED, with or without bursting charge",1.1J,,,P3,A5.3.,
,UN0450,"TORPEDOES, LIQUID FUELED, with inert head",1.3J,,,P3,A5.3.,
*,UN3381,"TOXIC BY INHALATION LIQUID, N.O.S. with an
LC50  lower than or equal to 200 mL/m3 and saturated vapour concentration greater than or equal to 500 LC50",6.1,,,,FORBIDDEN,
*,UN3382,"TOXIC BY INHALATION LIQUID, N.O.S. with an
LC50  lower than or equal to 1000 mL/m3 and saturated vapour concentration greater than or equal to 10 LC50",6.1,,,,FORBIDDEN,
*,UN3383,"TOXIC BY INHALATION LIQUID,
FLAMMABLE, N.O.S. with an LC50  lower than or equal to 200 mL/m3 and saturated vapour
concentration greater than or equal to 500 LC50",6.1,3,,,FORBIDDEN,
*,UN3384,"TOXIC BY INHALATION LIQUID,
FLAMMABLE, N.O.S. with an LC50  lower than or equal to 1000 mL/m3 and saturated vapour
concentration greater than or equal to 10 LC50",6.1,3,,,FORBIDDEN,
*,UN3488,"TOXIC BY INHALATION LIQUID, FLAMMABLE, CORROSIVE N.O.S. with an LC50
lower than or equal to 200 mL/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1,"3,8",,,FORBIDDEN,
*,UN3489,"TOXIC BY INHALATION LIQUID,
FLAMMABLE, N.O.S. with an LC50  lower than or equal to 1000 mL/m3 and saturated vapor
concentration greater than or equal to 10 LC50",6.1,"3,8",,,FORBIDDEN,
*,UN3385,"TOXIC BY INHALATION LIQUID, WATER-
REACTIVE, N.O.S. with an LC50  lower than or equal to 200 mL/m3 and saturated vapour concentration
greater than or equal to 500 LC50",6.1,4.3,,,FORBIDDEN,
*,UN3386,"TOXIC BY INHALATION LIQUID, WATER-
REACTIVE, N.O.S. with an LC50  lower than or equal to 1000 mL/m3 and saturated vapour concentration
greater than or equal to 10 LC50",6.1,4.3,,,FORBIDDEN,
*,UN3490,"TOXIC BY INHALATION LIQUID, WATER- REACTIVE, FLAMMABLE N.O.S. with an LC50
lower than or equal to 200 mL/m3 and saturated vapour concentration greater than or equal to 500 LC50",6.1,"4.3, 3",,,FORBIDDEN,
*,UN3491,"TOXIC BY INHALATION LIQUID, WATER- REACTIVE, FLAMMABLE N.O.S. with an LC50
lower than or equal to 1000 mL/m3 and saturated vapour concentration greater than or equal to 10 LC50",6.1,"4.3, 3",,,FORBIDDEN,
*,UN3387,"TOXIC BY INHALATION LIQUID, OXIDIZING,
N.O.S. with an LC50  lower than or equal to 200 mL/m3 and saturated vapour concentration greater than or
equal to 500 LC50",6.1,5.1,,,FORBIDDEN,
*,UN3388,"TOXIC BY INHALATION LIQUID, OXIDIZING
N.O.S. with an LC50  lower than or equal to 1000 mL/m3 and saturated vapour concentration greater
than or equal to 10 LC50",6.1,5.1,,,FORBIDDEN,
*,UN3389,"TOXIC BY INHALATION LIQUID, CORROSIVE,
N.O.S. with an LC50  lower than or equal to 200 mL/m3 and saturated vapour concentration greater than or
equal to 500 LC50",6.1,8,,,FORBIDDEN,
*,UN3390,"TOXIC BY INHALATION LIQUID, CORROSIVE,
N.O.S. with an LC50  lower than or equal to 1000 mL/m3 and saturated vapour concentration greater
than or equal to 10 LC50",6.1,8,,,FORBIDDEN,
*,UN3492,"TOXIC BY INHALATION LIQUID, CORROSIVE,
FLAMMABLE N.O.S. with an inhalation toxicity less than or equal to 200 mL/m3 and saturated vapour
concentration greater than or equal to 500 LC50",6.1,"8, 3",,,FORBIDDEN,
*,UN3493,"TOXIC BY INHALATION LIQUID, CORROSIVE,
FLAMMABLE N.O.S. with an inhalation toxicity less than or equal to 1000 mL/m3 and saturated vapour
concentration greater than or equal to 10 LC50",6.1,"8, 3",,,FORBIDDEN,
,,"Toxic gas, N.O.S., see COMPRESSED GAS, FLAMMABLE, N.O.S. or COMPRESSED GAS, TOXIC, N.O.S. or LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S. or LIQUEFIED GAS, TOXIC, N.O.S. or COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S. or COMPRESSED GAS, TOXIC, CORROSIVE, N.O.S. or COMPRESSED GAS, TOXIC, FLAMMABLE, CORROSIVE, N.O.S. or COMPRESSED GAS, TOXIC, OXIDIZING, CORROSIVE, N.O.S. or LIQUEFIED GAS, TOXIC, OXIDIZING, N.O.S. or LIQUEFIED GAS, TOXIC, CORROSIVE, N.O.S. or LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S. or LIQUEFIED GAS,
TOXIC, OXIDIZING, CORROSIVE, N.O.S.",,,,,,
*,UN3289,"TOXIC LIQUID, CORROSIVE, INORGANIC,
N.O.S.",6.1,"8
8","I
II","P3
P4","A10.4.
A10.4.",
*,UN3287,"TOXIC LIQUID, INORGANIC, N.O.S.",6.1,,"I
II III","P3
P4 P5","A10.4.
A10.4.
A10.4.",
*,UN2927,"TOXIC LIQUID, CORROSIVE, ORGANIC, N.O.S.",6.1,"8
8","I
II","P3
P4","A10.4.
A10.4.",
*,UN2929,"TOXIC LIQUID, FLAMMABLE, ORGANIC,
N.O.S.",6.1,"3
3","I
II","P3
P4","A10.4.
A10.4.",
*,UN2810,"TOXIC LIQUID, ORGANIC, N.O.S.",6.1,,"I
II III","P3
P4 P5","A10.4.
A10.4.
A10.4.",
*,UN3122,"TOXIC LIQUID, OXIDIZING, N.O.S.",6.1,"5.1
5.1",I II,"P3, A4 P4","A10.4.
A10.4.",
*,UN3123,"TOXIC LIQUID, WATER-REACTIVE, N.O.S.",6.1,"4.3
4.3",I II,"P3, A4 P4","A10.4.
A10.4.",
*,UN3290,"TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.",6.1,"8
8",I II,P5 P5,"A10.5.
A10.5.",
*,UN2928,"TOXIC SOLID, CORROSIVE, ORGANIC, N.O.S.",6.1,"8
8",I II,P5 P5,"A10.5.
A10.5.",
*,UN3535,"TOXIC SOLID, FLAMMABLE, INORGANIC, N.O.S.",6.1,"4.1
4.1",I II,P5 P5,A10.5 A10.5,
*,UN2930,"TOXIC SOLID, FLAMMABLE, ORGANIC, N.O.S.",6.1,"4.1
4.1",I II,P5 P5,"A10.5.
A10.5.",
*,UN3288,"TOXIC SOLID, INORGANIC, N.O.S.",6.1,,"I
II III","P5
P5 P5","A10.5.
A10.5.
A10.5.",
*,UN2811,"TOXIC SOLID, ORGANIC, N.O.S.",6.1,,"I II
III","P5 P5
P5","A10.5.
A10.5.
A10.5.",
*,UN3086,"TOXIC SOLID,  OXIDIZING, N.O.S.",6.1,"5.1
5.1",I II,P5 P5,"A10.5.
A10.5.",
*,UN3124,"TOXIC SOLID, SELF-HEATING, N.O.S.",6.1,"4.2
4.2","I
II","P5, A5
P5","A10.5.
A10.5.",
*,UN3125,"TOXIC SOLID, WATER-REACTIVE, N.O.S.",6.1,"4.3
4.3","I
II","P5, A5
P5","A10.5.
A10.5.",
*,UN3172,"TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.",6.1,,"I
II III","P3, A43
P4, A43 P4, A43","A10.12.
A10.12. A10.12.",
*,UN3462,"TOXINS, EXTRACTED FROM LIVING SOURCES, SOLID, N.O.S.",6.1,,"I
II III","P4, A43
P4, A43 P4, A43","A10.12.
A10.12. A10.12.",
D,NA0337,TOY CAPS,1.4S,,,P5,A5.16.,
,UN0212,TRACERS FOR AMMUNITION,1.3G,,,P4,A5.16.,
,UN0306,TRACERS FOR AMMUNITION,1.4G,,,P5,A5.16.,
,,"Tractors, see VEHICLES, etc.",,,,,,
,,"Tremolite, see WHITE ASBESTOS",,,,,,
,,Tri-(b-nitroxyethyl) ammonium nitrate,,,,,FORBIDDEN,
,UN2609,TRIALLYL BORATE,6.1,,III,P5,A10.4.,
,UN2610,TRIALLYLAMINE,3,8,III,P5,A7.2.,
*,UN2764,"TRIAZINE PESTICIDES, LIQUID, FLAMMABLE,
TOXIC, flashpoint less than 23 degrees C",3,"6.1
6.1","I
II","P3
P4","A7.2.
A7.2.",
*,UN2998,"TRIAZINE PESTICIDES, LIQUID, TOXIC",6.1,,"I II
III","P3 P4
P5","A10.4.
A10.4.
A10.4.",
*,UN2997,"TRIAZINE PESTICIDES, LIQUID, TOXIC,
FLAMMABLE, flashpoint not less than 23 degrees C",6.1,"3
3
3","I
II III","P3
P4 P5","A10.4.
A10.4.
A10.4.",
*,UN2763,"TRIAZINE PESTICIDES, SOLID, TOXIC",6.1,,"I
II III","P5
P5 P5","A10.5.
A10.5.
A10.5.",
,,"Tribromoborane, see BORON TRIBROMIDE",,,,,,
,UN2542,TRIBUTYLAMINE,6.1,,II,P5,A10.4.,
,UN3254,TRIBUTYLPHOSPHANE,4.2,,I,P3,A8.3.,
,,"Trichloroaceticaldehyde, see CHLORAL,
ANHYDROUS, STABILIZED",,,,,,
,UN1839,TRICHLOROACETIC ACID,8,,II,"P5, A7, N34",A12.3.,
,UN2564,"TRICHLOROACETIC ACID, SOLUTION",8,,"II
III","P5, A3, A7, N34
P5, A3, A6 A7, N34","A12.2.
A12.2.",
+,UN2442,TRICHLOROACETYL CHLORIDE,8,6.1,II,"P2, 2, A3, A7,
N34",A12.11.,
,UN2321,"TRICHLOROBENZENES, LIQUID",6.1,,III,P5,A10.4.,
,UN2322,TRICHLOROBUTENE,6.1,,II,P5,A10.4.,
,UN2831,"1,1,1-TRICHLOROETHANE",6.1,,III,"P5, N36",A10.4.,
,UN1710,TRICHLOROETHYLENE,6.1,,III,"P5, N36",A10.4.,
,UN2468,"TRICHLOROISOCYANURIC ACID, DRY",5.1,,II,P5,A9.6.,
,,Trichloromethyl perchlorate,,,,,FORBIDDEN,
,,"Trichloronitromethane, see CHLOROPICRIN",,,,,,
,UN1295,TRICHLOROSILANE,4.3,"3, 8",I,"P3, N34",A8.2.,
,,"1,3,5-Trichloro-s-triazine-2,4,6-trione, see
TRICHLOROISOCYANURIC ACID, DRY",,,,,,
,,"2,4,6-Trichloro-1,3,5-triazine, see CYANURIC CHLORIDE",,,,,,
,,"Trichloro-s-triazinetrione dry, containing over 39% available chlorine, see TRICHLOROISOCYANURIC ACID, DRY",,,,,,
,UN2574,TRICRESYL PHOSPHATE with more than3% ortho isomer,6.1,,II,"P5, A3, N33, N34",A10.4.,
,UN2323,TRIETHYL PHOSPHITE,3,,III,P5,A7.2.,
,UN1296,TRIETHYLAMINE,3,8,II,P4,A7.2.,
,,"Triethyl borate, see ETHYL BORATE",,,,,,
,UN2259,TRIETHYLENETETRAMINE,8,,II,P5,A12.2.,
,,"Triethylmethyl lead mixture, see MOTOR FUEL
ANTI-KNOCK MIXTURE",,,,,,
,,"Triethyl orthoformate, see ETHYL ORTHOFORMATE",,,,,,
,UN2699,TRIFLUOROACETIC ACID,8,,I,"P3, A7, N3,
N34, N36",A12.2.,
,UN3057,TRIFLUOROACETYL CHLORIDE,2.3,8,,"P2, 2",A6.4.,
,,"Trifluorobromomethane, see
BROMOTRIFLUOROMETHANE",,,,,,
,,"Trifluorochloroethane, see 1-CHLORO-2,2,2- TRIFLUOROETHANE",,,,,,
,UN1082,"TRIFLUOROCHLOROETHYLENE, STABILIZED
or REFRIGERANT GAS R1113",2.3,2.1,,"P2, 3, 387","A6.3., A6.4.",
,,"Trifluorochloromethane, see
CHLOROTRIFLUOROMETHANE",,,,,,
,UN1984,"TRIFLUOROMETHANE or REFRIGERANT GAS
R23",2.2,,,P5,"A6.3., A6.4.",
,UN3136,"TRIFLUOROMETHANE, REFRIGERATED LIQUID",2.2,,,P4,"A6.3., A6.11.",
,UN2035,"1,1,1-TRIFLUOROETHANE, COMPRESSED or
REFRIGERANT GAS R143A",2.1,,,P4,"A6.3., A6.4.",
,UN2942,2-TRIFLUOROMETHYLANILINE,6.1,,III,P5,A10.4.,
,UN2948,3-TRIFLUOROMETHYLANILINE,6.1,,II,P5,A10.4.,
,,Triformoxime trinitrate,,,,,FORBIDDEN,
,UN2324,TRIISOBUTYLENE,3,,III,P5,A7.2.,
,UN2616,TRIISOPROPYL BORATE,3,,"II
III","P5
P5","A7.2.
A7.2.",
D,NA9269,TRIMETHOXYSILANE,6.1,3,I,"P2, 2",A10.6.,
,UN2416,TRIMETHYL BORATE,3,,II,P5,A7.2.,
,,"Trimethyl carbonyl, see BUTANOLS",,,,,,
,UN2329,TRIMETHYL PHOSPHITE,3,,III,P5,A7.2.,
,,"1,3,5-Trimethyl-2,4,6-trinitrobenzene",,,,,FORBIDDEN,
,,Trimethyoxy silane,,,,,FORBIDDEN,
,,Trinitroacetic acid,,,,,FORBIDDEN,
,,Trinitroacetonitrile,,,,,FORBIDDEN,
,,Trinitroamine cobalt,,,,,FORBIDDEN,
,UN2438,TRIMETHYLACETYL CHLORIDE,6.1,"8, 3",I,"P2, 2, N34",A12.11.,
,UN1083,"TRIMETHYLAMINE, ANHYDROUS",2.1,,,"P4, N87","A6.3., A6.4.",
,UN1297,"TRIMETHYLAMINE, AQUEOUS SOLUTIONS not
more than 50% trimethylamine, by mass",3,"8
8
8","I II
III","P3 P4
P5","A7.2.
A7.2.
A7.2.",
,UN2325,"1,3,5-TRIMETHYLBENZENE",3,,III,P5,A7.2.,
,UN1298,TRIMETHYLCHLOROSILANE,3,8,II,"P5, A3, A7, N34",A7.2.,
,UN2326,TRIMETHYLCYCLOHEXYLAMINE,8,,III,P5,A12.2.,
,,"Trimethylenechlorobromide, see 1-BROMO-3-
CHLOROPROPANE",,,,,,
,,Trimethylene glycol diperchlorate,,,,,FORBIDDEN,
,UN2328,"TRIMETHYLHEXAMETHYLENE
DIISOCYANATE",6.1,,III,P5,A10.4.,
,,Trimethylol nitromethane trinitrate,,,,,FORBIDDEN,
,,"2,4,4-Trimethylpentene-2 or 2,4,4-Trimethylpentene-1, see DIISOBUTYLENE, ISOMERIC COMPOUND",,,,,,
,UN2327,TRIMETHYLHEXAMETHYLENEDIAMINES,8,,III,P5,A12.2.,
,UN0216,TRINITRO-M-CRESOL,1.1D,,,P4,A5.7.,
,,"2,4,6-Trinitro-1,3-diazobenzene",,,,,FORBIDDEN,
,,"2,4,6-Trinitro-1,3,5-triazido benzene (dry)",,,,,FORBIDDEN,
,,Trinitroacetic acid,,,,,FORBIDDEN,
,,Trinitroacetoneitrile,,,,,FORBIDDEN,
,,Trinitroamine cobalt,,,,,FORBIDDEN,
,,Trinitroethanol,,,,,FORBIDDEN,
,,Trinitroethylnitrate,,,,,FORBIDDEN,
,UN0153,TRINITROANILINE or PICRAMIDE,1.1D,,,P4,A5.7.,
,UN0213,TRINITROANISOLE,1.1D,,,P4,A5.7.,
,UN3367,"TRINITROBENZENE, WETTED with not less than
10% water, by mass",4.1,,I,"P4, 162, A8,
A19, N41",A8.3.,
,UN0214,"TRINITROBENZENE, dry or wetted, with less than
30% water, by mass",1.1D,,,P4,A5.6.,
,UN1354,"TRINITROBENZENE, WETTED with not less than 30% water, by mass",4.1,,I,"P4, 23, A2, A8, A19, N41",A8.3.,
,UN0386,TRINITROBENZENESULPHONIC ACID,1.1D,,,P4,A5.7.,
,UN0215,"TRINITROBENZOIC ACID, dry or wetted with less than 30% water, by mass",1.1D,,,P4,A5.6.,
,UN3368,"TRINITROBENZOIC ACID, WETTED with not less
than 10% water, by mass",4.1,,I,"P4, 162, A8,
A19, N41",A8.3.,
,UN1355,"TRINITROBENZOIC ACID, WETTED with not less
than 30% water, by mass",4.1,,I,"P4, 23, A2,
A8, A19, N41",A8.3.,
,UN0155,TRINITROCHLOROBENZENE (picryl chloride),1.1D,,,P4,A5.7.,
